Institution,Location,Global_Region,World Rank,World Rank1,Global_Percentile(%),National Rank,Employability Rank,Research Rank,Score,Score_Normalized
University of Florence,Italy,Europe,274 Top 1.3%,274,1.3,7,741.0,221.0,77.4,0.3314
University of Cape Town,South Africa,Africa,275 Top 1.3%,275,1.3,1,201.0,253.0,77.4,0.3314
Colorado State University,USA,America,276 Top 1.3%,276,1.3,86,1464.0,277.0,77.4,0.3314
University of Auckland,New Zealand,Oceania,277 Top 1.3%,277,1.3,1,427.0,231.0,77.4,0.3314
Leipzig University,Germany,Europe,278 Top 1.3%,278,1.3,21,775.7,281.0,77.4,0.3314
Oregon Health & Science University,USA,America,279 Top 1.3%,279,1.3,87,722.4,225.0,77.3,0.3284
University of Lorraine,France,Europe,280 Top 1.4%,280,1.4,16,496.0,297.0,77.3,0.3284
Virginia Tech,USA,America,281 Top 1.4%,281,1.4,88,339.0,238.0,77.3,0.3284
National Autonomous University of Mexico,Mexico,America,282 Top 1.4%,282,1.4,1,1646.0,262.0,77.3,0.3284
University of Reading,United Kingdom,Europe,283 Top 1.4%,283,1.4,24,148.0,466.0,77.3,0.3284
George Washington University,USA,America,284 Top 1.4%,284,1.4,89,132.0,286.0,77.3,0.3284
Medical University of Vienna,Austria,Europe,285 Top 1.4%,285,1.4,2,992.46,232.0,77.2,0.3254
University of Genoa,Italy,Europe,286 Top 1.4%,286,1.4,8,1124.0,264.0,77.2,0.3254
National and Kapodistrian University of Athens,Greece,Europe,287 Top 1.4%,287,1.4,1,580.0,240.0,77.2,0.3254
University of Pisa,Italy,Europe,288 Top 1.4%,288,1.4,9,1239.0,237.0,77.2,0.3254
University of Southern Denmark,Denmark,Europe,289 Top 1.4%,289,1.4,4,1693.0,236.0,77.2,0.3254
The Scripps Research Institute,USA,America,290 Top 1.4%,290,1.4,90,496.04,487.0,77.2,0.3254
Oregon State University,USA,America,291 Top 1.4%,291,1.4,91,527.0,301.0,77.1,0.3225
University of the Witwatersrand,South Africa,Africa,292 Top 1.4%,292,1.4,2,97.0,349.0,77.1,0.3225
China Agricultural University,China,Asia,293 Top 1.4%,293,1.4,41,1378.0,242.0,77.1,0.3225
University of Tsukuba,Japan,Asia,294 Top 1.4%,294,1.4,11,1620.0,348.0,77.1,0.3225
University of Manitoba,Canada,America,295 Top 1.4%,295,1.4,11,335.0,335.0,77.1,0.3225
University of Antwerp,Belgium,Europe,296 Top 1.4%,296,1.4,5,423.0,256.0,77.1,0.3225
University of Liège,Belgium,Europe,297 Top 1.4%,297,1.4,6,1681.0,395.0,77.0,0.3195
University of Valencia,Spain,Europe,298 Top 1.4%,298,1.4,4,1561.0,247.0,77.0,0.3195
University College Dublin,Ireland,Europe,299 Top 1.4%,299,1.4,2,307.0,265.0,77.0,0.3195
Peking Union Medical College,China,Asia,300 Top 1.4%,300,1.4,42,1128.07,249.0,77.0,0.3195
Southern University of Science and Technology,China,Asia,301 Top 1.5%,301,1.5,43,1037.84,250.0,77.0,0.3195
University of Porto,Portugal,Europe,302 Top 1.5%,302,1.5,2,805.0,251.0,77.0,0.3195
University of Bergen,Norway,Europe,303 Top 1.5%,303,1.5,3,806.92,255.0,76.9,0.3166
University of Science and Technology Beijing,China,Asia,304 Top 1.5%,304,1.5,44,188.0,289.0,76.9,0.3166
Laval University,Canada,America,305 Top 1.5%,305,1.5,12,370.0,268.0,76.9,0.3166
Capital Medical University,China,Asia,306 Top 1.5%,306,1.5,45,833.02,257.0,76.9,0.3166
Washington State University,USA,America,307 Top 1.5%,307,1.5,92,1092.0,338.0,76.9,0.3166
Florida State University,USA,America,308 Top 1.5%,308,1.5,93,509.0,269.0,76.9,0.3166
Lanzhou University,China,Asia,309 Top 1.5%,309,1.5,46,951.0,261.0,76.9,0.3166
Autonomous University of Madrid,Spain,Europe,310 Top 1.5%,310,1.5,5,1155.0,260.0,76.8,0.3136
Hanyang University,South Korea,Asia,311 Top 1.5%,311,1.5,6,220.0,292.0,76.8,0.3136
East China Normal University,China,Asia,312 Top 1.5%,312,1.5,47,334.0,279.0,76.8,0.3136
"University of Maryland, Baltimore",USA,America,313 Top 1.5%,313,1.5,94,638.88,263.0,76.8,0.3136
University of Technology Sydney,Australia,Oceania,314 Top 1.5%,314,1.5,9,835.0,271.0,76.8,0.3136
University of Duisburg-Essen,Germany,Europe,315 Top 1.5%,315,1.5,22,867.0,272.0,76.8,0.3136
UMass Chan Medical School,USA,America,316 Top 1.5%,316,1.5,95,564.99,446.0,76.7,0.3107
University of Oklahoma,USA,America,317 Top 1.5%,317,1.5,96,476.0,278.0,76.7,0.3107
University of Rennes,France,Europe,318 Top 1.5%,318,1.5,17,724.94,273.0,76.7,0.3107
University of East Anglia,United Kingdom,Europe,319 Top 1.5%,319,1.5,25,707.09,411.0,76.7,0.3107
P.N. Lebedev Physical Institute of the Russian Academy of Sciences,Russia,Europe,320 Top 1.5%,320,1.5,2,382.41,649.0,76.7,0.3107
University of Kentucky,USA,America,321 Top 1.5%,321,1.5,97,535.0,284.0,76.7,0.3107
University at Buffalo,USA,America,322 Top 1.6%,322,1.6,98,600.0,282.0,76.7,0.3107
University of South Florida,USA,America,323 Top 1.6%,323,1.6,99,873.0,280.0,76.6,0.3077
University of Delaware,USA,America,324 Top 1.6%,324,1.6,100,392.0,388.0,76.6,0.3077
Ruhr University Bochum,Germany,Europe,325 Top 1.6%,325,1.6,23,455.0,290.0,76.6,0.3077
King Saud University,Saudi Arabia,Asia,326 Top 1.6%,326,1.6,3,364.0,295.0,76.6,0.3077
University of Pavia,Italy,Europe,327 Top 1.6%,327,1.6,10,909.0,345.0,76.6,0.3077
National Yang Ming Chiao Tung University,Taiwan,Asia,328 Top 1.6%,328,1.6,2,195.0,320.0,76.6,0.3077
Curtin University,Australia,Oceania,329 Top 1.6%,329,1.6,10,1032.0,288.0,76.5,0.3047
University of Aberdeen,United Kingdom,Europe,330 Top 1.6%,330,1.6,26,857.0,399.0,76.5,0.3047
Federal University of Rio de Janeiro,Brazil,America,331 Top 1.6%,331,1.6,2,489.0,393.0,76.5,0.3047
Aalborg University,Denmark,Europe,332 Top 1.6%,332,1.6,5,971.0,293.0,76.5,0.3047
Queen's University,Canada,America,333 Top 1.6%,333,1.6,13,372.0,369.0,76.5,0.3047
HEC Paris,France,Europe,334 Top 1.6%,334,1.6,18,9.0,966.5,76.5,0.3047
"University of California, Santa Cruz",USA,America,335 Top 1.6%,335,1.6,101,1254.0,314.0,76.5,0.3047
Polytechnic University of Milan,Italy,Europe,336 Top 1.6%,336,1.6,11,417.0,377.0,76.4,0.3018
University of Nebraska–Lincoln,USA,America,337 Top 1.6%,337,1.6,102,358.0,326.0,76.4,0.3018
Jinan University,China,Asia,338 Top 1.6%,338,1.6,48,654.0,298.0,76.4,0.3018
East China University of Science and Technology,China,Asia,339 Top 1.6%,339,1.6,49,1385.0,296.0,76.4,0.3018
Northeastern University,USA,America,340 Top 1.6%,340,1.6,103,248.0,329.0,76.4,0.3018
Macquarie University,Australia,Oceania,341 Top 1.6%,341,1.6,11,508.0,306.0,76.4,0.3018
Nanjing University of Science and Technology,China,Asia,342 Top 1.6%,342,1.6,50,546.0,304.0,76.4,0.3018
Shanghai University,China,Asia,343 Top 1.6%,343,1.6,51,1022.0,302.0,76.3,0.2988
Wayne State University,USA,America,344 Top 1.7%,344,1.7,104,440.0,317.0,76.3,0.2988
University of York,United Kingdom,Europe,345 Top 1.7%,345,1.7,27,1657.0,311.0,76.3,0.2988
Friedrich Schiller University Jena,Germany,Europe,346 Top 1.7%,346,1.7,24,718.86,339.0,76.3,0.2988
University of Milano-Bicocca,Italy,Europe,347 Top 1.7%,347,1.7,12,921.33,305.0,76.3,0.2988
"Northeastern University, China",China,Asia,348 Top 1.7%,348,1.7,52,381.0,324.0,76.3,0.2988
Ulm University,Germany,Europe,349 Top 1.7%,349,1.7,25,1151.0,309.0,76.3,0.2988
University of Granada,Spain,Europe,350 Top 1.7%,350,1.7,6,1052.33,308.0,76.2,0.2959
University of New Mexico,USA,America,351 Top 1.7%,351,1.7,105,1671.0,310.0,76.2,0.2959
Aalto University,Finland,Europe,352 Top 1.7%,352,1.7,2,205.0,361.0,76.2,0.2959
Dalhousie University,Canada,America,353 Top 1.7%,353,1.7,14,408.0,328.0,76.2,0.2959
Nanjing Medical University,China,Asia,354 Top 1.7%,354,1.7,53,1328.95,312.0,76.2,0.2959
Queensland University of Technology,Australia,Oceania,355 Top 1.7%,355,1.7,12,1131.0,316.0,76.2,0.2959
Ioffe Physical-Technical Institute of the Russian Academy of Sciences,Russia,Europe,356 Top 1.7%,356,1.7,3,173.9,1177.0,76.2,0.2959
Northwest A&F University,China,Asia,357 Top 1.7%,357,1.7,54,1687.0,315.0,76.1,0.2929
Ben-Gurion University of the Negev,Israel,Asia,358 Top 1.7%,358,1.7,5,595.28,389.0,76.1,0.2929
Nanjing Agricultural University,China,Asia,359 Top 1.7%,359,1.7,55,1303.0,319.0,76.1,0.2929
Durham University,United Kingdom,Europe,360 Top 1.7%,360,1.7,28,421.0,337.0,76.1,0.2929
London School of Economics and Political Science,United Kingdom,Europe,361 Top 1.7%,361,1.7,29,101.0,461.0,76.1,0.2929
École des ponts ParisTech,France,Europe,362 Top 1.7%,362,1.7,19,22.0,999.0,76.1,0.2929
Islamic Azad University,Iran,Asia,363 Top 1.7%,363,1.7,1,1010.68,321.0,76.1,0.2929
Temple University,USA,America,364 Top 1.7%,364,1.7,106,500.0,331.0,76.1,0.2929
Deakin University,Australia,Oceania,365 Top 1.8%,365,1.8,13,1126.0,323.0,76.0,0.2899
Eindhoven University of Technology,Netherlands,Europe,366 Top 1.8%,366,1.8,11,934.0,384.0,76.0,0.2899
Beijing University of Chemical Technology,China,Asia,367 Top 1.8%,367,1.8,56,1249.0,325.0,76.0,0.2899
Umeå University,Sweden,Europe,368 Top 1.8%,368,1.8,7,1227.0,347.0,76.0,0.2899
University of Campinas,Brazil,America,369 Top 1.8%,369,1.8,3,1557.0,327.0,76.0,0.2899
Nantes University,France,Europe,370 Top 1.8%,370,1.8,20,1710.0,330.0,76.0,0.2899
Queen's University Belfast,United Kingdom,Europe,371 Top 1.8%,371,1.8,30,1103.0,333.0,76.0,0.2899
University of the Basque Country,Spain,Europe,372 Top 1.8%,372,1.8,7,1094.0,336.0,75.9,0.287
Huazhong Agricultural University,China,Asia,373 Top 1.8%,373,1.8,57,1296.0,334.0,75.9,0.287
University of Rome Tor Vergata,Italy,Europe,374 Top 1.8%,374,1.8,13,1715.0,332.0,75.9,0.287
University of South Carolina - Columbia,USA,America,375 Top 1.8%,375,1.8,107,622.0,346.0,75.9,0.287
Southern Medical University,China,Asia,376 Top 1.8%,376,1.8,58,1177.45,340.0,75.9,0.287
University of Düsseldorf,Germany,Europe,377 Top 1.8%,377,1.8,26,851.14,353.0,75.9,0.287
Wuhan University of Technology,China,Asia,378 Top 1.8%,378,1.8,59,957.0,344.0,75.9,0.287
Griffith University,Australia,Oceania,379 Top 1.8%,379,1.8,14,1486.0,342.0,75.8,0.284
Lancaster University,United Kingdom,Europe,380 Top 1.8%,380,1.8,31,663.0,351.0,75.8,0.284
Louisiana State University - Baton Rouge,USA,America,381 Top 1.8%,381,1.8,108,261.0,371.0,75.8,0.284
Drexel University,USA,America,382 Top 1.8%,382,1.8,109,266.0,421.0,75.8,0.284
Kyung Hee University,South Korea,Asia,383 Top 1.8%,383,1.8,7,926.0,352.0,75.8,0.284
Linköping University,Sweden,Europe,384 Top 1.8%,384,1.8,8,667.0,356.0,75.8,0.284
University of Wollongong,Australia,Oceania,385 Top 1.8%,385,1.8,15,711.0,358.0,75.8,0.284
Xidian University,China,Asia,386 Top 1.8%,386,1.8,60,1027.0,359.0,75.8,0.284
University of Belgrade,Serbia,Europe,387 Top 1.9%,387,1.9,1,1230.99,354.0,75.7,0.2811
Jiangsu University,China,Asia,388 Top 1.9%,388,1.9,61,1152.0,355.0,75.7,0.2811
Southern Methodist University,USA,America,389 Top 1.9%,389,1.9,110,34.0,752.0,75.7,0.2811
Nanjing University of Aeronautics and Astronautics,China,Asia,390 Top 1.9%,390,1.9,62,1201.0,357.0,75.7,0.2811
Jiangnan University,China,Asia,391 Top 1.9%,391,1.9,63,1550.0,362.0,75.7,0.2811
Chalmers University of Technology,Sweden,Europe,392 Top 1.9%,392,1.9,9,250.0,386.0,75.7,0.2811
University of St Andrews,United Kingdom,Europe,393 Top 1.9%,393,1.9,32,986.0,416.0,75.7,0.2811
University of Turku,Finland,Europe,394 Top 1.9%,394,1.9,3,1684.0,364.0,75.7,0.2811
Jagiellonian University,Poland,Europe,395 Top 1.9%,395,1.9,1,1207.75,365.0,75.6,0.2781
University of Dundee,United Kingdom,Europe,396 Top 1.9%,396,1.9,33,1066.0,493.0,75.6,0.2781
Hannover Medical School,Germany,Europe,397 Top 1.9%,397,1.9,27,911.65,376.0,75.6,0.2781
Technical University of Catalonia (UPC),Spain,Europe,398 Top 1.9%,398,1.9,8,627.0,370.0,75.6,0.2781
Albert Einstein College of Medicine,USA,America,399 Top 1.9%,399,1.9,111,546.78,366.0,75.6,0.2781
Technical University of Berlin,Germany,Europe,400 Top 1.9%,400,1.9,28,609.0,380.0,75.6,0.2781
University of Parma,Italy,Europe,401 Top 1.9%,401,1.9,14,1117.0,540.0,75.6,0.2781
University of Otago,New Zealand,Oceania,402 Top 1.9%,402,1.9,2,991.0,368.0,75.6,0.2781
University of Newcastle,Australia,Oceania,403 Top 1.9%,403,1.9,16,1213.0,367.0,75.5,0.2751
Fuzhou University,China,Asia,404 Top 1.9%,404,1.9,64,834.0,373.0,75.5,0.2751
Simon Fraser University,Canada,America,405 Top 1.9%,405,1.9,15,1123.0,372.0,75.5,0.2751
National Cheng Kung University,Taiwan,Asia,406 Top 1.9%,406,1.9,3,161.0,425.0,75.5,0.2751
Pohang University of Science and Technology,South Korea,Asia,407 Top 1.9%,407,1.9,8,871.86,374.0,75.5,0.2751
University of Ulsan,South Korea,Asia,408 Top 2%,408,2.0,9,731.0,375.0,75.5,0.2751
University of Buenos Aires,Argentina,America,409 Top 2%,409,2.0,1,1506.0,379.0,75.5,0.2751
Catholic University of the Sacred Heart,Italy,Europe,410 Top 2%,410,2.0,15,1392.0,378.0,75.5,0.2751
University of Malaya,Malaysia,Asia,411 Top 2%,411,2.0,1,701.0,382.0,75.4,0.2722
Qingdao University,China,Asia,412 Top 2%,412,2.0,65,1167.04,381.0,75.4,0.2722
University of Marburg,Germany,Europe,413 Top 2%,413,2.0,29,1495.0,489.0,75.4,0.2722
University of Seville,Spain,Europe,414 Top 2%,414,2.0,9,1734.0,385.0,75.4,0.2722
Pontifical Catholic University of Chile,Chile,America,415 Top 2%,415,2.0,1,226.0,417.0,75.4,0.2722
University Paris-Est Créteil,France,Europe,416 Top 2%,416,2.0,21,1040.0,387.0,75.4,0.2722
City College of New York,USA,America,417 Top 2%,417,2.0,112,536.0,906.0,75.4,0.2722
University of Saskatchewan,Canada,America,418 Top 2%,418,2.0,16,543.0,401.0,75.4,0.2722
Vita-Salute San Raffaele University,Italy,Europe,419 Top 2%,419,2.0,16,1103.38,390.0,75.3,0.2692
Medical University of South Carolina,USA,America,420 Top 2%,420,2.0,113,641.35,391.0,75.3,0.2692
Guangdong University of Technology,China,Asia,421 Top 2%,421,2.0,66,1483.0,392.0,75.3,0.2692
University of Tasmania,Australia,Oceania,422 Top 2%,422,2.0,17,1096.71,394.0,75.3,0.2692
International Institute for Management Development,Switzerland,Europe,423 Top 2%,423,2.0,8,10.0,966.5,75.3,0.2692
RMIT University,Australia,Oceania,424 Top 2%,424,2.0,18,1038.0,396.0,75.3,0.2692
Justus Liebig University Giessen,Germany,Europe,425 Top 2%,425,2.0,30,1013.35,397.0,75.3,0.2692
Nanjing Tech University,China,Asia,426 Top 2%,426,2.0,67,1395.0,398.0,75.3,0.2692
University of Warsaw,Poland,Europe,427 Top 2%,427,2.0,2,681.0,402.0,75.2,0.2663
Indian Institute of Management Ahmedabad,India,Asia,428 Top 2%,428,2.0,1,11.0,966.5,75.2,0.2663
Southwest University,China,Asia,429 Top 2%,429,2.0,68,1536.0,400.0,75.2,0.2663
University of Côte d'Azur,France,Europe,430 Top 2.1%,430,2.1,22,1075.26,403.0,75.2,0.2663
University of Innsbruck,Austria,Europe,431 Top 2.1%,431,2.1,3,815.0,437.0,75.2,0.2663
Pompeu Fabra University,Spain,Europe,432 Top 2.1%,432,2.1,10,1069.0,404.0,75.2,0.2663
China University of Geosciences (Wuhan),China,Asia,433 Top 2.1%,433,2.1,69,656.0,408.0,75.2,0.2663
University of Perugia,Italy,Europe,434 Top 2.1%,434,2.1,17,1082.32,405.0,75.2,0.2663
Nanjing University of Information Science and Technology,China,Asia,435 Top 2.1%,435,2.1,70,868.21,407.0,75.2,0.2663
Vrije Universiteit Brussel,Belgium,Europe,436 Top 2.1%,436,2.1,7,1049.0,409.0,75.1,0.2633
Tampere University,Finland,Europe,437 Top 2.1%,437,2.1,4,633.0,413.0,75.1,0.2633
Swedish University of Agricultural Sciences,Sweden,Europe,438 Top 2.1%,438,2.1,10,1238.0,415.0,75.1,0.2633
University of Victoria,Canada,America,439 Top 2.1%,439,2.1,17,1278.0,410.0,75.1,0.2633
University of Ljubljana,Slovenia,Europe,440 Top 2.1%,440,2.1,1,809.1,412.0,75.1,0.2633
Kyungpook National University,South Korea,Asia,441 Top 2.1%,441,2.1,10,989.0,414.0,75.1,0.2633
Pusan National University,South Korea,Asia,442 Top 2.1%,442,2.1,11,270.0,447.0,75.1,0.2633
Tulane University,USA,America,443 Top 2.1%,443,2.1,114,297.0,458.0,75.1,0.2633
University of Bath,United Kingdom,Europe,444 Top 2.1%,444,2.1,34,588.0,435.0,75.1,0.2633
Aristotle University of Thessaloniki,Greece,Europe,445 Top 2.1%,445,2.1,2,1498.0,418.0,75.0,0.2604
University of Bari,Italy,Europe,446 Top 2.1%,446,2.1,18,1489.0,419.0,75.0,0.2604
Institut Agro,France,Europe,447 Top 2.1%,447,2.1,23,1302.29,420.0,75.0,0.2604
University of Regensburg,Germany,Europe,448 Top 2.1%,448,2.1,31,1072.0,422.0,75.0,0.2604
University of Coimbra,Portugal,Europe,449 Top 2.1%,449,2.1,3,1418.0,424.0,75.0,0.2604
Thomas Jefferson University,USA,America,450 Top 2.1%,450,2.1,115,794.18,423.0,75.0,0.2604
Nanchang University,China,Asia,451 Top 2.2%,451,2.2,71,1034.0,426.0,75.0,0.2604
Zhejiang University of Technology,China,Asia,452 Top 2.2%,452,2.2,72,1085.0,427.0,75.0,0.2604
University of Chile,Chile,America,453 Top 2.2%,453,2.2,2,719.0,429.0,74.9,0.2574
São Paulo State University,Brazil,America,454 Top 2.2%,454,2.2,4,1102.05,428.0,74.9,0.2574
"City St George's, University of London",United Kingdom,Europe,455 Top 2.2%,455,2.2,35,643.0,431.0,74.9,0.2574
University of Texas at Dallas,USA,America,456 Top 2.2%,456,2.2,116,714.0,432.0,74.9,0.2574
University of Surrey,United Kingdom,Europe,457 Top 2.2%,457,2.2,36,483.0,456.0,74.9,0.2574
Stellenbosch University,South Africa,Africa,458 Top 2.2%,458,2.2,3,257.0,465.0,74.9,0.2574
University of Oregon,USA,America,459 Top 2.2%,459,2.2,117,1665.0,453.0,74.9,0.2574
La Trobe University,Australia,Oceania,460 Top 2.2%,460,2.2,19,1104.0,430.0,74.9,0.2574
National Tsing Hua University,Taiwan,Asia,461 Top 2.2%,461,2.2,4,1350.0,433.0,74.9,0.2574
Chulalongkorn University,Thailand,Asia,462 Top 2.2%,462,2.2,1,105.0,547.0,74.8,0.2544
University of Twente,Netherlands,Europe,463 Top 2.2%,463,2.2,12,1189.0,434.0,74.8,0.2544
University of Oulu,Finland,Europe,464 Top 2.2%,464,2.2,5,640.0,441.0,74.8,0.2544
North China Electric Power University,China,Asia,465 Top 2.2%,465,2.2,73,322.0,462.0,74.8,0.2544
University of Macau,China,Asia,466 Top 2.2%,466,2.2,74,745.0,440.0,74.8,0.2544
University of Mississippi,USA,America,467 Top 2.2%,467,2.2,118,1071.2,436.0,74.8,0.2544
Stockholm School of Economics,Sweden,Europe,468 Top 2.2%,468,2.2,11,18.0,966.5,74.8,0.2544
Southwest Jiaotong University,China,Asia,469 Top 2.2%,469,2.2,75,832.0,444.0,74.8,0.2544
Hefei University of Technology,China,Asia,470 Top 2.2%,470,2.2,76,879.0,443.0,74.8,0.2544
Beijing Jiaotong University,China,Asia,471 Top 2.2%,471,2.2,77,1379.0,439.0,74.7,0.2515
Yangzhou University,China,Asia,472 Top 2.2%,472,2.2,78,1727.0,438.0,74.7,0.2515
Vienna University of Technology,Austria,Europe,473 Top 2.3%,473,2.3,4,521.0,457.0,74.7,0.2515
Kobe University,Japan,Asia,474 Top 2.3%,474,2.3,12,395.0,481.0,74.7,0.2515
Beijing University of Technology,China,Asia,475 Top 2.3%,475,2.3,79,1648.0,442.0,74.7,0.2515
Federal University of Rio Grande do Sul,Brazil,America,476 Top 2.3%,476,2.3,5,1364.0,445.0,74.7,0.2515
University of Navarra,Spain,Europe,477 Top 2.3%,477,2.3,11,123.0,581.0,74.7,0.2515
University of Tehran,Iran,Asia,478 Top 2.3%,478,2.3,2,846.38,449.0,74.7,0.2515
"University at Albany, SUNY",USA,America,479 Top 2.3%,479,2.3,119,709.0,548.0,74.7,0.2515
University of Trento,Italy,Europe,480 Top 2.3%,480,2.3,19,1037.01,448.0,74.7,0.2515
Ulsan National Institute of Science and Technology,South Korea,Asia,481 Top 2.3%,481,2.3,12,891.59,450.0,74.6,0.2485
Ocean University of China,China,Asia,482 Top 2.3%,482,2.3,80,1532.0,451.0,74.6,0.2485
Hiroshima University,Japan,Asia,483 Top 2.3%,483,2.3,13,868.0,452.0,74.6,0.2485
Saint Louis University,USA,America,484 Top 2.3%,484,2.3,120,409.0,562.0,74.6,0.2485
Chonnam National University,South Korea,Asia,485 Top 2.3%,485,2.3,13,1231.0,455.0,74.6,0.2485
University of Clermont Auvergne,France,Europe,486 Top 2.3%,486,2.3,24,1229.49,454.0,74.6,0.2485
Western Sydney University,Australia,Oceania,487 Top 2.3%,487,2.3,20,1390.0,459.0,74.6,0.2485
University of Central Florida,USA,America,488 Top 2.3%,488,2.3,121,918.0,460.0,74.6,0.2485
Renmin University of China,China,Asia,489 Top 2.3%,489,2.3,81,78.0,625.0,74.6,0.2485
York University,Canada,America,490 Top 2.3%,490,2.3,18,321.0,477.0,74.5,0.2456
Texas Tech University,USA,America,491 Top 2.3%,491,2.3,122,562.0,467.0,74.5,0.2456
Nanjing Normal University,China,Asia,492 Top 2.3%,492,2.3,82,961.0,464.0,74.5,0.2456
Medical College of Wisconsin,USA,America,493 Top 2.3%,493,2.3,123,746.5,463.0,74.5,0.2456
George Mason University,USA,America,494 Top 2.4%,494,2.4,124,1580.0,517.0,74.5,0.2456
University of Texas Health Science Center at San Antonio,USA,America,495 Top 2.4%,495,2.4,125,842.83,468.0,74.5,0.2456
University of Louisville,USA,America,496 Top 2.4%,496,2.4,126,902.0,470.0,74.5,0.2456
Federal University of Minas Gerais,Brazil,America,497 Top 2.4%,497,2.4,6,501.0,480.0,74.5,0.2456
University of Alabama - Tuscaloosa,USA,America,498 Top 2.4%,498,2.4,127,221.0,513.0,74.5,0.2456
Swinburne University of Technology,Australia,Oceania,499 Top 2.4%,499,2.4,21,994.44,469.0,74.4,0.2426
University of Santiago de Compostela,Spain,Europe,500 Top 2.4%,500,2.4,12,940.0,473.0,74.4,0.2426
Amherst College,USA,America,501 Top 2.4%,501,2.4,128,45.0,966.5,74.4,0.2426
National Research Center «Kurchatov Institute»,Russia,Europe,502 Top 2.4%,502,2.4,4,677.5,471.0,74.4,0.2426
Martin Luther University Halle-Wittenberg,Germany,Europe,503 Top 2.4%,503,2.4,32,788.64,505.0,74.4,0.2426
University of Vermont,USA,America,504 Top 2.4%,504,2.4,129,487.0,482.0,74.4,0.2426
University of KwaZulu-Natal,South Africa,Africa,505 Top 2.4%,505,2.4,4,362.0,495.0,74.4,0.2426
